id,at,actor,action,entity,entity_id,before,after
870,2026-08-27 16:49:44.721519+00,admin,rate_card.replace,rate_card,SAVI_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
871,2026-08-27 16:49:44.83247+00,admin,rate_card.replace,rate_card,SAVI_002,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
872,2026-08-27 16:49:44.948107+00,admin,rate_card.replace,rate_card,SAVI_003,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
873,2026-08-27 16:49:45.048793+00,admin,rate_card.replace,rate_card,SAVI_004,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
874,2026-08-27 16:49:45.164016+00,admin,rate_card.replace,rate_card,SAVI_005,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
875,2026-08-27 16:49:45.869588+00,admin,rate_card.replace,rate_card,SEA_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
878,2026-08-27 16:49:46.239957+00,admin,rate_card.replace,rate_card,SHI_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
879,2026-08-27 16:49:46.375303+00,admin,rate_card.replace,rate_card,SHI_002,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
880,2026-08-27 16:49:46.492966+00,admin,rate_card.replace,rate_card,SIE_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
881,2026-08-27 16:49:46.623504+00,admin,rate_card.replace,rate_card,SIN_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
882,2026-08-27 16:49:46.74111+00,admin,rate_card.replace,rate_card,SIND_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
883,2026-08-27 16:49:47.58667+00,admin,rate_card.replace,rate_card,SIND_002,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 18, ""job_type"": ""Exchange""}, {""price"": 18, ""job_type"": ""Collect""}, {""price"": 26, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 27, ""job_type"": ""Compactor""}]"
884,2026-08-27 16:49:47.709636+00,admin,rate_card.replace,rate_card,SINH_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
885,2026-08-27 16:49:47.84349+00,admin,rate_card.replace,rate_card,SLS_003,[],"[{""price"": 18, ""job_type"": ""Exchange""}, {""price"": 18, ""job_type"": ""Collect""}, {""price"": 26, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 27, ""job_type"": ""Compactor""}]"
886,2026-08-27 16:49:47.9774+00,admin,rate_card.replace,rate_card,SNI_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
887,2026-08-27 16:49:48.11821+00,admin,rate_card.replace,rate_card,SPO_001,[],"[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
888,2026-08-27 16:49:48.305225+00,admin,rate_card.replace,rate_card,SPR_001,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
889,2026-08-27 16:49:48.45531+00,admin,rate_card.replace,rate_card,SPR_002,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
890,2026-08-27 16:49:48.594293+00,admin,rate_card.replace,rate_card,SPR_003,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
891,2026-08-27 16:49:49.297392+00,admin,rate_card.replace,rate_card,STA_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
893,2026-08-27 16:49:49.505611+00,admin,rate_card.replace,rate_card,STE_004,[],"[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
894,2026-08-27 16:49:49.606726+00,admin,rate_card.replace,rate_card,STE_005,[],"[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
895,2026-08-27 16:49:49.702749+00,admin,rate_card.replace,rate_card,STS_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
896,2026-08-27 16:49:49.804717+00,admin,rate_card.replace,rate_card,STS_002,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
897,2026-08-27 16:49:49.916895+00,admin,rate_card.replace,rate_card,STS_003,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
898,2026-08-27 16:49:50.010407+00,admin,rate_card.replace,rate_card,STS_004,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
899,2026-08-27 16:50:27.795208+00,admin,rate_card.replace,rate_card,STS_005,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
900,2026-08-27 16:50:27.96678+00,admin,rate_card.replace,rate_card,STS_006,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
901,2026-08-27 16:50:28.100397+00,admin,rate_card.replace,rate_card,SUM_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
902,2026-08-27 16:50:28.267463+00,admin,rate_card.replace,rate_card,SUN_001,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 18, ""job_type"": ""Exchange""}, {""price"": 18, ""job_type"": ""Collect""}, {""price"": 26, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 27, ""job_type"": ""Compactor""}]"
903,2026-08-27 16:50:28.478226+00,admin,rate_card.replace,rate_card,SUN_002,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
904,2026-08-27 16:50:28.645691+00,admin,rate_card.replace,rate_card,SUN_004,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
905,2026-08-27 16:50:28.809246+00,admin,rate_card.replace,rate_card,SUN_005,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
906,2026-08-27 16:50:28.979692+00,admin,rate_card.replace,rate_card,SUN_006,[],"[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
907,2026-08-27 16:50:29.582447+00,admin,rate_card.replace,rate_card,SUN_007,[],"[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
908,2026-08-27 16:50:29.675302+00,admin,rate_card.replace,rate_card,SYS_001,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 18, ""job_type"": ""Exchange""}, {""price"": 18, ""job_type"": ""Collect""}, {""price"": 26, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 27, ""job_type"": ""Compactor""}]"
909,2026-08-27 16:50:29.778733+00,admin,rate_card.replace,rate_card,SYST_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
910,2026-08-27 16:50:29.882874+00,admin,rate_card.replace,rate_card,SYST_002,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
911,2026-08-27 16:50:29.980239+00,admin,rate_card.replace,rate_card,TAI_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
912,2026-08-27 16:50:30.075955+00,admin,rate_card.replace,rate_card,TEC_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
913,2026-08-27 16:50:30.17183+00,admin,rate_card.replace,rate_card,TECH_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
914,2026-08-27 16:50:30.278861+00,admin,rate_card.replace,rate_card,TECK_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
915,2026-08-27 16:50:31.105717+00,admin,rate_card.replace,rate_card,TOH_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
916,2026-08-27 16:50:31.358582+00,admin,rate_card.replace,rate_card,TON_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
917,2026-08-27 16:50:31.547198+00,admin,rate_card.replace,rate_card,TONG_001,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
918,2026-08-27 16:50:31.668443+00,admin,rate_card.replace,rate_card,TONG_002,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
919,2026-08-27 16:50:31.780829+00,admin,rate_card.replace,rate_card,TONG_003,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
920,2026-08-27 16:50:31.926106+00,admin,rate_card.replace,rate_card,TONG_004,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
988,2026-08-30 02:29:36.300959+00,admin,sites.upsert,sites,DISP_008,,"{""active"": true, ""address"": ""Yi Hui Recycle"", ""site_id"": ""DISP_008"", ""client_id"": ""DISP"", ""site_name"": ""Yi Hui Recycle"", ""contact_name"": null, ""contact_email"": null, ""contact_phone"": null}"
921,2026-08-27 16:50:32.02512+00,admin,rate_card.replace,rate_card,TONG_005,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
922,2026-08-27 16:50:32.12804+00,admin,rate_card.replace,rate_card,TONG_006,"[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
923,2026-08-27 16:50:32.978583+00,admin,rate_card.replace,rate_card,TONG_007,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 18, ""job_type"": ""Exchange""}, {""price"": 18, ""job_type"": ""Collect""}, {""price"": 26, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 27, ""job_type"": ""Compactor""}]"
924,2026-08-27 16:50:33.06854+00,admin,rate_card.replace,rate_card,TONG_008,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 13, ""job_type"": ""Exchange""}, {""price"": 13, ""job_type"": ""Collect""}, {""price"": 21, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 19.5, ""job_type"": ""Compactor""}]"
925,2026-08-27 16:50:33.156364+00,admin,rate_card.replace,rate_card,TONG_009,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 18, ""job_type"": ""Exchange""}, {""price"": 18, ""job_type"": ""Collect""}, {""price"": 26, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 27, ""job_type"": ""Compactor""}]"
926,2026-08-27 16:50:33.253357+00,admin,rate_card.replace,rate_card,TOP_001,"[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]","[{""price"": 23, ""job_type"": ""Exchange""}, {""price"": 23, ""job_type"": ""Collect""}, {""price"": 31, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 34.5, ""job_type"": ""Compactor""}]"
927,2026-08-27 16:50:33.36056+00,admin,rate_card.replace,rate_card,TRA_001,"[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]","[{""price"": 18, ""job_type"": ""Exchange""}, {""price"": 18, ""job_type"": ""Collect""}, {""price"": 26, ""job_type"": ""Load""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 27, ""job_type"": ""Compactor""}]"
